feature_index,mean_abs_shap
1973,36775.468370118186
1314,36272.8155562138
198,36063.71031056454
2359,35634.69408088027
1346,35227.25866049237
3159,35195.01188735974
1803,35000.793839935075
3234,33079.854983199366
3087,32791.309423457846
2966,32732.24271356092
4499,32462.789822820003
1855,32188.680607328417
4323,32000.73252785633
665,31609.567305711058
1184,30813.155482137874
3524,30329.57299862113
1665,30252.479297925405
3114,30159.91659094503
2491,28928.165838461988
835,28880.984856769217
1158,28111.498891661573
3742,28031.41341211279
5473,27730.02947436708
569,27589.11667932962
2386,27562.560372203414
3794,27506.84494025212
4305,27488.403336740877
682,27367.37929966
4932,27318.651159265377
4300,27284.414471252705
1489,26911.562465540657
1837,26849.94156046596
2990,26530.867681224154
419,26474.49261432926
3602,26426.864840413844
3862,26195.455126056146
3079,25722.446734980593
121,25703.35204756211
5016,25548.796472214897
2032,25514.79851964332
2009,25284.77073310631
4233,25148.75737448303
137,25041.90883653833
101,24695.787342139924
1429,24161.031330911348
687,24113.009284666554
455,23966.988427233067
2475,23900.048851912456
3490,23830.40791915342
526,23569.365799230232
734,23553.893380041314
1054,23482.208680663072
568,23173.88467843869
1560,23118.419879450455
2660,23052.80229382267
1981,22543.478378620977
3746,22414.9537906839
3641,22195.58632665055
5445,22189.36821505113
1704,22146.250357739027
1838,21942.452376614572
4667,21839.79190668324
493,21702.955831197592
1266,21569.271400286503
5025,21471.513384701924
2022,21275.62573857026
5563,21236.223641385335
3787,21022.12856607376
1030,20937.05896703655
5293,20750.42739445807
1580,20669.091448295185
1726,20514.68889450512
1379,20466.352070698296
4959,20456.32059633344
5179,20127.084938052452
556,20110.880705423722
4071,19526.390443074248
4325,19515.808360262767
5602,19256.33498149571
2868,18976.150140678703
1013,18664.440274070206
85,18623.79294345247
831,18507.29733938053
4209,18450.35382480685
3507,18410.7976847631
48,18311.332372666457
4301,18251.954920935663
3188,17874.186042959765
3778,17741.35847017616
2490,17548.262769372715
4007,17378.35468620746
3383,17373.984904983234
1765,17115.775310561155
3768,17055.026036952047
2200,16932.082397751677
5154,16894.75528817297
762,16832.439661290955
5583,16700.58210977253
2123,16688.863537546877
1221,16601.891456847505
818,16588.529039927285
1698,16559.87478911131
3046,16464.382311760754
1170,16343.64402286818
444,16331.417801409121
1805,15722.527986155797
802,15689.489169663444
1280,15688.245146327183
2086,15512.367473259757
4373,15458.991182588637
1864,15404.064763942395
1797,15316.547037757744
5460,15266.031421586691
3096,15170.32198012053
3420,15070.365019567573
3536,15048.504056752708
974,14763.007211775912
2312,14488.895437990705
4340,14475.142706152945
893,14383.188774442062
1988,14254.710535484895
2773,14058.781240084576
428,13983.957444814212
5541,13966.866929090818
1500,13946.721572551318
5132,13648.392692058405
3286,13421.785832999658
1442,13404.75141226803
3637,13300.966279192775
1531,13247.041751455521
4820,13190.748332963562
5093,13118.724874951027
2116,13112.333793186099
429,13043.518561448134
2544,12922.318639738627
4257,12860.62141798984
2267,12850.462284643223
5389,12835.969189311789
4399,12645.27359530051
3019,12594.372902727362
1250,12540.446217296365
3089,12508.323415874893
912,12486.885234728605
4604,12325.163548112947
4072,12261.31590822148
5210,12238.11495038236
2371,12229.253671469553
2430,12202.950330148877
1853,12021.719276836404
3378,12004.97053465035
218,11957.225017131937
4228,11902.467112617394
4598,11875.695761458079
2959,11860.83594101976
1862,11760.93251609293
2614,11656.558966994291
5544,11606.783088927968
5485,11531.277343743257
5309,11364.962973244212
5043,11334.052927693887
4446,11332.52278927548
5533,11318.291165717601
5412,11070.671635035851
1062,11005.128944712687
4661,10944.91629955075
5576,10686.64413122046
1426,10506.227386465045
199,10168.369256047317
870,10002.184476856179
1008,9994.819591793545
5447,9899.988524629112
2452,9822.105163287757
479,9805.190536534208
725,9694.887387778432
2057,9690.254315924489
2082,9599.062397600192
701,9581.666401306416
2627,9494.346517260634
252,9400.921357216557
2377,9378.304636745683
102,9268.54880727574
2935,9164.86568558421
4649,9133.192976212755
1440,9118.035946485723
3814,8899.407885794802
3764,8863.20518430846
1798,8787.062233294502
3241,8783.339445721713
5397,8589.344027991776
430,8538.227725412786
2826,8437.522671628181
2276,8389.871519863267
3562,8287.067941768448
2628,8207.395405994324
4965,8136.853873055656
2350,8110.093489123401
1551,8108.674301008282
4018,7933.457381113537
3128,7921.518543064097
116,7913.9415119574405
5067,7874.332226805391
1033,7791.948277124031
673,7624.789526129438
1642,7580.90165044386
3052,7564.953172218129
3590,7562.634612068361
5055,7562.4161624502685
2772,7510.826815793361
1216,7474.557909145746
335,7413.824033261572
5349,7387.721841830334
4836,7387.69456898388
4467,7304.690255718601
1018,7180.361359731636
334,7180.252627099061
890,7174.849377508396
5558,7081.019225370287
3148,7013.106584533841
2828,6859.998020629745
3702,6712.16366952663
4531,6516.116606263724
4324,6500.07340238974
5536,6390.989161255278
2436,6307.105979096224
5157,6250.20580840844
3668,6087.948698780362
4938,5976.825624292023
874,5951.4913089062775
4539,5934.6020660063905
4155,5753.825739491689
4982,5723.205791095757
1963,5549.336851426087
5435,5524.050429498424
2061,5350.5075771512475
4083,5345.115748027812
3407,5340.715583477752
4654,5332.110013491378
2812,5249.078279093808
3860,5204.523943176209
2632,5123.076407700058
4773,5068.45972579176
5308,5022.442846896192
2109,5013.75994088756
2649,5009.910056978026
1771,4967.6473709285265
2581,4927.412879044623
4778,4908.636033218069
1877,4889.131582643325
4946,4874.236398783092
3969,4810.962219018888
958,4759.596410423697
1991,4702.45170891212
24,4700.412714349484
4246,4637.4255191154025
4551,4530.751780552704
5484,4476.469916888513
1935,4444.875211362005
356,4443.059952507215
2597,4391.765664525744
221,4388.609810240298
3591,4282.059681229291
2870,4258.0847962531325
458,4183.70634636905
2015,4157.210827376186
4872,4148.802338790845
597,4082.1436498667817
4628,4013.756408601228
2333,4008.1003659062253
202,3989.837942726682
923,3914.6758354892163
2385,3907.9750642901745
1594,3850.0282426885447
3086,3702.778120621596
5610,3640.57655685148
1057,3617.8320117515186
1673,3606.3789189936297
3198,3606.12464768306
3212,3548.289538421649
4705,3545.395241197121
2636,3504.8859519071134
2749,3463.318754540846
1893,3427.8882470372687
1491,3426.0191477648586
1671,3421.186066789167
614,3274.0960702730226
4810,3240.8000576823715
399,3225.3150446912014
3109,3185.0742858294575
130,3161.1476052175362
4789,3146.6360055419154
4515,3131.858504418519
3568,3112.8370136166177
5199,3070.7231547346964
325,3070.42818992847
38,3003.120290025403
3773,2989.7378623057366
3251,2959.006380451294
16,2932.7740041738057
3701,2812.3127128873393
3204,2718.124432407984
2796,2677.0717860375307
3326,2656.658817729013
4091,2655.5415873557345
4566,2650.840377505231
3075,2610.2077659858446
378,2562.7939534766224
4510,2546.4003619425266
4507,2544.28353940534
4816,2533.7239302378684
3570,2527.13737521936
1780,2512.8893647657046
2071,2474.3113000713
2993,2446.0323528460513
5318,2367.1538430669784
816,2328.9212848285238
49,2319.714409275581
1312,2303.1629325326835
1466,2291.342934521873
2845,2267.596703035011
1870,2261.6744113522777
5190,2255.314003123978
340,2234.0156600038263
3472,2224.994164338855
3582,2221.044999411843
3803,2204.3357877027183
4900,2192.3434253750906
5418,2113.886618925085
2417,2098.169197643947
3115,2077.3584982245347
5420,1989.6465261226308
3050,1967.8921089106454
4547,1945.176451046153
3539,1917.1476130399612
409,1907.566821852322
828,1890.0713931752912
4191,1882.9503332124616
4303,1860.4718406938366
2010,1822.2634496234227
4937,1811.5425294544098
4488,1804.71285426389
14,1801.4790506633944
2443,1792.341843860569
1076,1769.3300181580773
1359,1757.2557950093044
1237,1740.2475216565977
3132,1715.022376783012
65,1691.5690443640547
5261,1677.8924948537558
5202,1665.9263395392713
445,1651.8085937862809
5244,1646.724774349818
5661,1628.9878715233447
1625,1623.2532061369618
4408,1612.6953530468086
5022,1610.8952538586789
2898,1600.0910845727465
2600,1589.775057325526
3320,1566.8194771805702
5035,1558.2762733308832
952,1517.9726387421906
26,1511.7422630254237
3901,1503.699046079191
2531,1491.587434171626
721,1473.1690452005812
5562,1462.9460870109747
1604,1459.9824727204386
4783,1452.008702139498
669,1445.4576420852136
2677,1428.4745905716572
2446,1414.8429520641398
1795,1398.921227877608
494,1393.5962371399069
5581,1378.558666033833
4365,1374.7435840626738
3069,1358.3666122329464
2035,1351.2032043580314
4833,1349.525304357276
4942,1327.933282212522
2028,1313.9849394466341
2317,1300.113473930453
1886,1290.2454470744779
2546,1286.7309877716082
2412,1279.7885472831379
2803,1273.6981264054227
2181,1242.9149879991003
2065,1241.4320889761373
813,1239.4723600541279
4776,1224.6841541832239
604,1221.5296287199567
769,1209.3246757335
1350,1209.2709900083332
4158,1206.4139187883916
5374,1204.3228240250853
4543,1200.7064421077323
289,1197.6112005612256
899,1197.291553434091
1290,1190.0918820708573
63,1189.5787008307038
4963,1189.5434442099347
3883,1131.0581444745053
1868,1121.1741725172292
3317,1119.3197339907722
481,1118.3180391989156
4578,1118.295928083747
4259,1102.7159836141695
1404,1077.0817277718693
2537,1074.9214940428515
4811,1071.0936061786872
1603,1069.7199151759298
5174,1061.5910641773
2405,1060.8798321443403
4756,1057.1668359727223
881,1056.8465551586094
2564,1049.7500632832955
5203,1041.8701540127008
293,1038.3624254125903
4381,1032.2142496869733
4331,1030.9466144723806
884,1030.6800273982028
2117,1029.787074713572
2793,1024.9506265367704
3681,1022.9657441251308
1634,1020.1917208935789
21,1000.6632712816609
4921,993.6491044615077
3370,991.4763856661227
332,988.7167903783513
1548,980.3632182976941
2666,975.9383653647328
4536,968.8839337352904
2253,961.5776840117824
94,961.1473510297062
2382,958.1816710261725
4812,956.1745536515809
972,953.8785294889358
1136,952.0212006733527
3227,951.6158844732554
2011,946.3220638832033
5142,945.1229970503155
2460,940.7318912753915
2260,934.1146589563814
1964,918.0089787288501
159,917.0889597493475
1362,909.6990185212265
4102,908.0751822198541
2506,904.7428528615943
3485,902.3946965325528
315,900.3826740613243
1034,888.229570114705
3100,881.0624011231823
508,879.498439785797
4869,878.6931197647602
3489,868.5097189302527
4370,863.783889665232
1609,861.49346612842
1227,858.8091794040572
1835,853.1314888546415
3912,849.4541697087292
1881,848.3113199770651
4981,843.9345110031123
457,841.8966193205824
2784,839.489526014786
1688,837.8175366939788
1039,832.3487951412992
5410,821.4127809446552
3798,811.7724551568176
4793,809.4665758496708
5478,808.8885857604397
1285,805.4915575279668
1677,803.8161616634272
3822,801.5575303411462
4943,798.7853931480611
1727,795.9861733327335
4929,789.7066157159071
1565,789.1406717399606
3756,786.5781780367178
4433,783.7846698203755
4382,772.9507236148534
765,768.0776175953771
1740,762.605578220405
3935,750.5069112011023
4141,748.6036896737912
4051,741.4543972882025
999,739.837734325613
3206,724.1919345164908
5433,724.0584791016903
3282,723.3657180763673
594,720.7772689943097
4579,720.1789923252683
4973,715.6593518508937
1019,711.9619100099294
4225,708.430719074112
4028,707.9169607769641
3954,706.5201814297889
4128,696.7121167639792
1552,695.6259080115817
3707,688.6118214892488
276,687.0331194203839
1241,685.0447686550278
886,679.2853285841409
3978,676.844986439928
1310,672.7449347726524
1068,671.5230491013085
5126,668.6711494551279
1709,666.0809890656631
567,663.691195696245
4762,662.405008818753
5011,655.9403752148407
649,654.8383278820519
4011,654.4659226267811
4270,651.5418016428193
1844,649.1805055274501
3924,647.8043974599639
1550,643.9504774771428
3911,643.7807964364978
2856,643.193725133458
2236,641.428701419087
1950,639.1402435231505
1079,637.1106712281714
323,635.5202662450952
3997,625.1968310198238
3324,622.1416744009473
4179,621.6229018783812
3077,618.8269207611213
5188,615.0425361521127
5283,614.6610582679363
4220,613.2275156786858
1433,612.9109225580119
2731,609.3208789329394
257,608.4816289588597
2919,605.9135692126539
2520,605.4617496648201
3563,593.7951379080979
3136,593.620966774065
2608,588.0316782337643
1830,586.9432564893959
2675,582.6734330912848
4098,580.8375800962446
3730,580.7623480855208
2881,579.6229088070011
4308,577.4914953295334
3672,574.9154055850843
2585,573.8061503123811
165,571.1716720422162
4229,568.0111250049124
1230,566.5127570471693
758,561.8963842235414
229,558.7391849079307
2875,558.6575586300196
1908,554.9099741241291
1271,554.4353397708076
3175,552.8699577058011
4799,551.072011765787
3854,542.4923305722999
3646,541.532304152375
3145,540.4703609649087
504,540.217564159266
4227,535.4575045349085
3229,532.040873439508
4519,518.0566534561922
655,517.8844402668783
2203,517.3942275014375
3233,516.6642399490789
5108,516.091033808315
4709,514.9282828344845
5023,513.1910391840664
1349,507.9827034451082
581,506.4822102672063
2459,505.22934906711515
192,503.82184161847664
1716,498.90982818157045
1380,495.3187544736144
4405,490.9190867818376
4260,490.09378017104626
5246,489.0080680312907
4708,487.47734930602445
4285,486.01910754099555
1899,484.58489875016267
4595,483.4241268292811
3042,478.9106594637976
1782,476.6757304456202
3367,474.8478389081145
2964,471.63901370698716
2551,471.2041764093912
4036,470.1606893085277
807,467.33162903747115
4361,466.0938850948488
18,463.8198699775062
1315,462.1636812129051
689,460.3046802927187
944,459.88490957469395
337,458.1576692208197
3151,456.7413369698239
4348,456.22602044161823
3525,456.1257656214634
4674,455.8508691577038
4715,453.673806020583
4527,450.5248764611114
686,448.73411359719114
1374,448.2781383165865
1995,442.5891480754556
5347,442.2598263705352
1478,435.7086661149957
2132,434.4395812384922
4234,428.6306274387969
601,417.37162785997486
4971,416.5651720559259
2014,416.4733547923147
605,413.80529144800494
1932,413.4317318916984
4553,410.7733911522523
3163,409.8124712704762
860,405.1095916201793
1331,402.6385800881634
1462,400.9411342872337
2602,399.14884690790853
1368,395.5437049856754
1146,390.10651908464365
861,385.9797687165514
4068,385.14421136858834
3346,383.90771342607457
395,381.7196765761824
646,378.97133909920046
25,377.1854958897374
2950,373.86659788607375
4266,373.34025895502134
4532,369.4090028655513
1413,368.74731343515566
1088,368.144989588367
2235,366.1858142882126
3776,366.1227966816356
771,355.0616839697806
1856,353.532961424028
668,352.1023063510203
5312,351.4656286837392
2437,351.378736014482
1616,348.89452974906146
3228,348.19304107106444
3715,346.56955042577135
2700,345.63443190593796
683,345.3722810407046
3572,342.8905861069499
2044,337.3911453680763
5489,334.62321327765176
2159,334.0930423494715
5198,330.0193248765455
5086,328.8617186770656
1788,325.0286473864527
727,323.7333643099497
3106,323.24858507695177
5553,323.1096122313938
954,322.84329582145847
369,322.218508301632
2131,315.80736959589956
2795,315.46034412321393
5052,314.419970548012
2782,311.9283808132223
1455,309.38331604067315
5036,307.89303449593615
4181,307.6725495017929
3805,305.73285295803385
436,304.35963283944545
2691,304.26117429942735
3170,302.792356723561
3703,301.23957715982004
5084,301.11988568347493
566,300.4037416406312
3528,299.51246243043465
3400,299.2642934154761
702,297.7455687847523
1875,297.3234668420403
992,296.24317692352736
2584,295.81361752697114
4659,295.3939506073417
4968,293.88165454213237
4703,293.826408163187
2151,293.0876976170108
375,286.01711496922155
1006,284.4597341470584
4444,276.5132390988148
1028,275.34968545445565
5367,272.9216618573548
1003,272.50708261537045
1023,272.25443195503163
2710,269.35217711849737
3236,266.5548833933528
2730,263.12300685048643
5130,262.4618148856258
3359,260.70017843804715
1083,260.58862243868793
5380,257.9174662953986
3065,256.31366771287173
2638,255.7836896060814
1140,253.12588863821884
1323,247.09673966310484
1685,236.94603720109407
423,236.8311706890244
2053,236.42276449668628
1643,236.28796304549445
3112,235.39592725459684
2243,234.88354324339176
3199,233.06019330455896
1289,233.03581658000516
1687,232.72562906778575
4378,231.9397399188153
2030,231.87942190461558
112,231.71702663604296
3686,228.89781920693704
4740,225.28403624483167
387,222.12536085652977
2095,221.24663613943386
2198,219.3405023251718
4031,217.89319079952028
3584,217.08707413260512
2108,216.96723782444548
4989,213.27874976493248
4034,211.99233483050148
3248,211.6447549631991
3340,209.1039553726484
1742,208.2116275355168
1914,206.5113106018635
4806,206.46464497141727
3022,203.50900504246496
1811,203.21218467425757
156,202.17831176036535
151,201.13057401715037
562,198.41815177770326
3080,197.54906005428091
3531,197.33619674865093
3544,195.4042598474297
4512,193.1283105947328
586,192.3536391239232
1812,192.23080998200868
1191,191.76444418194922
2257,191.52487286129403
89,190.79487438151997
4112,190.61518742911005
1153,188.0332399426265
3561,187.38258700928495
4219,186.93615620111603
279,186.55603419198465
1501,186.51157423042608
2466,184.82143114778737
3090,182.65019169413063
4021,182.04342001647143
719,179.47809002979668
3664,178.09859820017877
3460,177.21934582245527
4280,176.32866415535446
1968,172.00795371532433
2904,171.8406451058781
1672,171.80669285427086
2448,169.81471540515105
1224,167.77545470395793
91,167.55315667127041
5430,166.08019754852756
3882,165.8405017706976
1911,163.97631065142514
2902,162.526609613866
5042,161.4093510080298
641,161.21559567722343
5483,160.9297877409951
5509,160.6832239070421
5161,159.49397548417514
5195,157.06686300768393
3933,153.79154931916835
1383,153.19935456586302
5528,152.71362949674634
3904,151.30165482050816
2549,148.50006891655556
1640,147.70418144391516
3388,146.4869624893634
5385,146.23289199212914
4931,144.11828902209834
850,140.66999667994358
4495,140.24970390310722
2832,138.41779084398192
5286,137.04019239968386
3682,136.71411282545344
4387,136.4184163824628
3653,136.15052124044234
2119,136.00024180928702
2254,133.94539956893254
798,133.8784880527888
201,133.10451145997462
2256,132.98391238948676
343,132.70551306293004
3693,131.4041013888242
4366,130.97053285101512
3648,130.54206507755106
5064,129.47515186653203
919,128.08172606786337
5379,126.87698995140059
2864,126.62297800818935
1906,125.90129096771955
3838,125.68095766775112
4419,125.60461398021626
2813,125.14333901344355
657,124.64232064676465
3355,123.73955654374076
4672,123.68174092251745
4717,123.0706648094239
1269,123.00059240549379
5647,122.65092800501591
1975,118.10946848032555
3491,118.08894526564511
5480,117.65134696937407
2143,117.64162574390411
4867,115.94792187311381
1514,115.13372181022164
2384,114.95921334743632
5450,114.9091011970363
4948,113.88518769975494
2404,111.53301346023063
700,111.07853579053169
5085,110.5495807651281
883,110.50115182755152
306,110.4641716438022
4132,110.41549602770195
836,110.12503885040023
5127,108.20687396403439
3950,108.14328765008104
4894,107.53817186957849
4482,107.30587842472077
4599,107.14543224265199
2624,107.11135202580033
3008,106.84562452487212
2604,106.5301248693211
1579,104.87934453032192
4236,104.6324054889891
307,103.47746638741266
316,103.36821182953456
171,103.18644088751591
5014,102.36309209278868
882,102.09015647970058
2894,101.7726054520335
825,101.26962742357685
3435,101.06719330136684
2179,100.51233843045638
1587,100.00222230543814
4426,99.35838022649587
339,98.36232942431334
4115,97.84023639357753
2299,97.61402771746188
3232,97.04618714055972
2778,96.73204847669626
5542,96.10483558335994
2547,94.78029594891915
1301,93.46207095818217
3845,93.38665464947135
1792,92.40850162720804
3745,92.20781541709981
1722,91.62111931549427
519,90.32689733392756
157,89.72683393130872
37,88.85303243739575
2595,85.9576093761735
1849,83.96855601246986
2178,83.92732915601705
5515,83.4515803672038
3856,83.05667842404176
1517,82.92110303020692
3044,81.9009801341798
2079,81.61502917502776
3391,81.16312006938934
2128,80.52325331695712
4972,78.44711585336862
2141,77.59183397953002
4286,73.75262753000767
161,73.16830772483469
82,72.44233645485386
1984,72.15599898279397
4093,71.05611699224518
1449,70.99345362964911
1650,70.33675964916539
5240,70.29932875566264
5135,69.82755850284353
4207,69.81942266886026
1558,69.65345837873954
4918,69.46316555103132
3634,67.13039452216752
1851,66.85143323969312
2854,66.50152799054521
3421,66.1214470677777
1470,65.7612552189316
3669,64.55944229431579
1326,64.15150605345856
1748,64.12741866256157
2713,63.9421996828318
5362,63.14385130504036
3426,62.83473917703735
4818,62.73274911357571
1933,62.531921816147175
2274,61.94315321413874
2872,61.619036292610396
3640,58.43905523916131
4842,58.369613186752886
3092,57.85778546169301
5316,57.55163247013102
1653,57.395178376772456
2888,57.22479496561546
3382,56.69878331214353
2543,56.224272696573394
671,56.10794641248098
4326,55.23730514906259
2695,54.9811175285728
2706,54.49053397574257
3135,54.29904498822126
1416,53.22387417085976
4663,52.90393658307734
529,51.648895892042745
5592,51.297407868064376
5296,50.845150685443215
2088,50.76248431693995
1287,50.636419733091365
1706,50.62148921129387
1832,50.432811457945014
2134,50.14778336557638
5138,49.876714269290986
4076,49.71266952494599
5219,49.54431498472265
73,49.25643216269283
1161,48.93255821074357
505,48.85342558031678
3047,48.739276091411725
4902,48.256826412345745
5405,47.62820093988367
4055,47.11599427199728
3377,46.447851085982094
1817,46.438995155999855
3802,45.75522863364749
4850,45.547507683975084
5213,45.512526411413035
4136,45.224357964443534
3861,44.24846998921718
352,44.08207743765701
4840,43.384759522855525
786,43.01623435167821
4541,42.576598259987456
4156,42.5602318004011
3328,42.25562313534174
2771,41.918289496285254
1488,41.86255219733081
4664,41.6985559152484
2681,41.28875316277496
1586,40.421766847589396
4944,39.735988798142266
1668,39.68543767613474
2104,39.09244977481471
291,38.447819700606715
3129,38.247013911034166
3180,38.219916444356635
1618,38.05254884492875
3697,37.33077631655182
2664,36.82074090193605
3825,36.03850160770467
2348,35.24486072173312
2976,34.97862269608315
2094,34.96283979088126
2346,34.101547907265214
1940,33.80907383616106
1199,33.588700852012295
4839,33.1172228659744
2153,33.11326553065297
2802,33.02843308021377
1141,32.90777229657674
2848,32.58734981229344
1185,32.21126352677862
1012,32.07435275205473
834,31.624772529750903
5568,31.47513523831975
2961,31.247503285945566
330,31.172284990106125
3393,30.303678863421812
5216,30.25588275776773
5631,30.081103830222617
5358,29.675446340979143
1017,29.192005303922446
3056,29.15502383511975
2473,27.76108549168859
2379,27.612851127404497
4892,27.552284147234083
4291,27.171419853265757
1246,27.067192518611925
2357,26.979529396163695
5263,26.954145484488627
3913,26.716528385351893
3441,26.275003161590853
961,25.049667040470705
3002,25.028149091337497
2054,24.639405277250486
2005,23.847344807998546
3949,23.792278873067943
3929,23.5851614262043
2931,23.3219750327607
1157,22.973724503789523
2999,22.750327888533114
3458,22.54704887780565
1872,22.18181175347163
1436,21.8529136570561
1711,21.1030816876929
3140,20.50893005500741
413,20.067499328707655
2421,19.993883172904827
1335,19.583308009416328
680,19.112158139984622
5114,18.487338534985785
4145,18.30397490352368
1912,18.063158893023907
1523,18.048540552705813
1318,17.891116705117277
197,17.743516067887633
3695,17.73478562593068
1638,17.558364971576182
3462,17.495822270513138
3755,17.38226122240999
3208,17.341512512684456
2297,17.23431322351819
5196,17.167932821884442
2519,17.046031995935703
1473,16.909317088761924
3223,16.80371321195216
5580,16.741626925289935
5155,16.689936977863045
2866,16.673464553144257
4458,16.12045496145334
1232,15.876001273428196
3487,15.307976279074694
5103,15.271605359830767
1874,15.102449980447954
2220,14.837763235020063
947,14.673371844049123
1923,14.576133493775426
2142,14.281730410346222
905,14.118708718032597
3589,14.016070200158499
2637,13.956277699726522
5366,13.907699475459783
453,13.842946743954926
2172,13.8036588747514
2461,13.748050433495886
69,13.60259493233896
4276,13.556166295832927
1483,13.024470847031916
223,12.654629679407208
2147,12.525743358181671
2705,12.065152882274012
579,12.05483198212686
3484,11.820571203855511
4682,11.625264398303996
866,11.353512467157323
3288,11.247645309233572
1322,11.086560518987692
2244,11.018884803971945
1591,10.816065186363938
3630,10.792656182008496
969,10.77275713015553
3327,10.662884146239554
1674,10.600190117267905
3247,10.46478133099763
2373,10.373823296412201
248,10.319816450323003
4146,10.169695918669621
1052,10.04337717912399
2925,9.713163177955826
636,9.531319725709455
1093,9.356597135428245
1094,9.322446692604915
3959,9.259747470018047
3061,9.067963739267213
937,9.050065057966515
4733,8.927769299647556
1288,8.878446518201418
2189,8.832182625413708
3139,8.52254527542176
830,8.36831462719161
5488,8.311819589577686
4189,8.3075627284104
4617,8.290154386379417
4199,8.284202657052168
2045,8.206209450879694
794,8.082432413802456
5206,8.078149235418625
2003,8.051387130506821
3721,8.042296926521876
2656,8.029172648883996
3375,7.910258121335874
2429,7.701826593768191
650,7.482857608249477
1637,7.480450485502966
4364,7.475593148070982
3187,7.4734532822616915
1148,7.429287639126568
5004,7.219197709663763
57,7.17340183205828
1273,7.1481325161749565
622,7.139638398277858
3819,7.0978331803823
3276,7.076721539483927
2428,6.71933037540678
3607,6.681871617401858
3062,6.661422686347656
1420,6.614171369174125
5265,6.587990411716118
811,6.520948748131312
3786,6.457574947465169
4758,6.35486440425365
2183,6.337831160323248
5436,6.319994975971111
126,6.196769459634146
3808,6.191514014411321
3152,6.078078389763979
3396,6.077331534015329
450,6.055867053750448
2755,6.002454534686096
679,5.988392188886015
5292,5.97095724832719
839,5.861294310907438
3376,5.830812893668876
217,5.765214722158378
2970,5.756657171603029
3644,5.747806106119284
2225,5.595559595058233
3989,5.578681345149331
1859,5.471286733513845
362,5.402340892130906
896,5.381354048569315
4523,5.3335112679683885
1091,5.321069872528378
2981,5.28607255015923
427,5.28249400517146
4791,5.248245549772529
681,5.225493873937558
2601,5.179046461345952
4540,5.178213341232157
3091,5.157192042557771
1884,5.15310498860192
2926,4.981039746060115
4333,4.967137059944454
777,4.860554959283786
3657,4.858569252733851
1502,4.8479439628641625
2908,4.828459714624046
2809,4.760072487949736
5546,4.742415055516313
5567,4.722216922027203
434,4.691728630996133
5417,4.68606289860472
4462,4.670856221061319
583,4.65188427356204
3863,4.637625387522492
5554,4.63249038382197
4416,4.616318739684152
3424,4.5201584020557535
4404,4.500568839714043
4570,4.489941201841838
1202,4.428787301886187
2234,4.427613018087031
4875,4.421961782603853
489,4.412148350320914
2188,4.3833600772537995
2194,4.340923425912658
2524,4.318701425282372
4815,4.3136038456225565
120,4.226143530108915
1612,4.19805477764738
1833,4.195510023376121
3280,4.193362326567053
2152,4.18594198202477
4967,4.089656678349519
1109,4.089656601492747
2526,4.087646364662537
1014,4.072360258277889
2335,4.060897817227583
5614,4.037085237832413
5278,4.002769024030652
4685,3.9389625793432437
4643,3.9318761576354824
3751,3.9310680506995928
105,3.9024184062870853
5027,3.8817819461918193
2692,3.865805000496627
3190,3.856512485250498
4161,3.824984149323348
3428,3.765438866625767
2503,3.740703161383346
3696,3.7115099542561105
629,3.7068783753974515
2232,3.7028014928705546
1472,3.687088119171525
1215,3.6506933231927308
2064,3.6193362678082766
1421,3.618587277914957
930,3.612392051238315
1898,3.5748739113320793
1286,3.5640258022032816
1866,3.512967041205814
1119,3.4800727351245953
2004,3.456437606679961
2968,3.4019317613430813
2998,3.3661412956885206
4016,3.353374720218178
3466,3.351334202256443
603,3.336379931218903
2356,3.3319653572721464
4279,3.3242363512694197
2455,3.311926850280217
550,3.1845681365518463
2089,3.176070969129505
4670,3.1005239815961025
2794,3.0967242561436543
5371,3.095034257014076
938,3.075743294066907
4502,3.0133473961845114
3717,3.004872414637665
3266,3.000862252385645
4788,2.9998023868057557
5236,2.9920700215998446
3366,2.980758100178755
3439,2.9517515499950706
2939,2.9401207470516897
4204,2.931219719924787
3708,2.9265479783340056
903,2.9005989789698488
2013,2.8855910494519352
4302,2.884599719064732
4311,2.8500952161774613
4384,2.8366605337616155
1885,2.807512665069816
462,2.798752249292192
1896,2.7659161479929817
3867,2.76432314279907
5323,2.7383946623143745
4318,2.6960102944977593
1928,2.695483311235963
1439,2.685304070158245
5048,2.6819374953557373
1861,2.672962885802108
2843,2.66102823507014
2697,2.6567856505823784
4218,2.650925722577024
1377,2.647718858754453
2786,2.621567686838044
2294,2.6145927821373407
2884,2.6107852180936972
4032,2.606857285012998
1149,2.591722482873898
4882,2.564924647587124
386,2.5477960315418646
3961,2.520508829070913
2530,2.5085657442546614
975,2.5024955273449576
1132,2.4909055907060424
4205,2.487576425330645
2374,2.4837045761625633
1763,2.4599405730835353
1863,2.4513794980352026
5223,2.4239193045322396
739,2.4117482977351785
1769,2.4115234241962327
910,2.4010604258638253
3667,2.397190979094761
2390,2.3927797233866874
3131,2.3907828340253374
1121,2.3799555126412124
5141,2.3783371558975137
258,2.362506617529644
2354,2.350869537025644
2270,2.297539289440743
1941,2.294471830592437
4706,2.292355452254874
2619,2.285853625219093
5030,2.2762641054404718
2395,2.259064240626959
4022,2.258298594406732
4448,2.2572919507531983
2285,2.2553251966010155
