feature_index,mean_abs_shap
2712,60668699.818235144
1858,60330351.03970031
181,60297240.566099204
1692,60270369.42918267
4743,59457885.18424215
1468,58832678.04818722
3757,58282299.49268997
2246,57300035.962688066
4210,56880629.71280583
1566,56556977.67759601
46,56299532.47505742
2261,56258526.348297395
4613,56147466.70216198
787,55958257.04724596
2135,54836953.19542412
4845,54182958.328610264
639,54132933.102478996
355,53822000.79377717
271,53199369.9438733
3335,53138338.71916975
3747,53067422.986628585
833,52343867.07699112
4681,51914552.35660281
5428,51668344.38714543
4239,51336427.47736704
1133,51181384.17431506
1209,51131924.54211013
560,50810314.338606425
2481,50750590.46428429
3214,50619275.877332374
2124,50244622.30620274
1970,49780444.54709913
3973,49565423.18436451
1623,49514183.73819086
1480,48578874.92967123
1857,48550595.96313065
5585,48401760.60307823
3078,47817098.4509965
2945,47766993.68467935
80,47622447.64588623
4105,47091603.00759214
3459,46695444.917659745
1942,46421230.42347591
5290,46408167.74270187
4459,45962614.830927074
3166,45796007.65319758
782,45340998.006760225
214,45302308.88275588
2532,45115827.87071964
1555,44597358.334898956
2670,44512017.88672764
1268,44402587.00598569
4221,44358047.39089884
1611,44292934.43497617
3542,44025073.71825735
502,43989119.319742456
244,43645004.21506505
262,43004179.89459757
518,42800967.375238284
4265,42687306.34107505
5537,42557802.07642
2739,42484965.45771226
3968,42327128.878868625
3645,42279479.30057859
920,42113410.80462272
2173,41996724.85197471
5089,41857577.48502402
5621,41521568.207376316
1700,41518037.42212436
4759,41295448.5673724
3999,41248251.27313844
3171,41222820.210782565
3704,40879389.09926772
4117,40380305.032228634
3588,40274917.592765875
4167,39729030.216900125
4388,39616788.564478114
691,39574513.08261393
1584,39516660.601808496
894,39499501.67942025
3731,39441526.00816269
907,39325306.72235524
2996,39321457.018822744
563,39316493.38562918
2653,38975116.6601524
2113,38869300.17409535
2394,38856705.328286946
66,38783426.14434729
1456,38445389.099813245
1804,38392338.31847868
3271,38303544.31035657
1977,38188650.09783615
1714,38141818.4949901
1444,38122194.740178004
5072,37956294.972701296
4035,36913517.17231877
5477,36673672.38083666
4958,36633234.93378725
2016,36055407.32389571
108,35746452.108290814
3225,35483791.65973841
2844,35440526.4539888
2702,35294430.02275823
5394,35236771.15127091
865,35228319.92739049
1403,35127248.3466736
1505,35069021.00895774
5045,34917098.39299258
2889,34769810.350348525
189,34518545.35143256
2144,34302449.244255975
4162,34237051.6048699
4871,34225451.64778504
4575,34192444.29416634
4552,34189051.24971778
4299,34186209.84866084
4732,34105428.549354695
4075,33832765.19787226
4453,33691729.03238533
5258,33684833.79778992
336,33547588.89508431
3070,33439284.279300082
1100,33344566.19789071
4650,33258859.669052713
3659,33125021.33213214
2275,33062570.38840423
4120,33030973.030329965
4197,32875264.60113774
5365,32868736.978830446
4594,32825219.07634294
2849,32724520.584826577
4735,32698909.518615216
5498,32626636.257308535
1067,32562902.91339445
4184,32473635.582886897
5611,32300454.09640897
2814,32220733.37224117
2184,32167482.420219786
5249,32141289.147162367
451,32057898.75589917
1001,31941930.38931934
5325,31893172.963720523
4154,31672078.1799859
3685,31567803.797191214
4106,31522267.48093794
2788,31093741.71964527
4442,30628350.211905163
4642,30192165.81275913
4454,30076730.717952203
3665,29975980.304220222
3427,29786097.37250576
280,29711150.825071327
2748,29379438.017002493
1760,29146623.801611822
2774,29080337.03026528
5298,28986664.377883185
1045,28979584.621880967
3436,28946066.280133426
3497,28705205.77073468
1999,28480766.41562588
1484,28391079.220641702
768,28373132.998008735
576,28361917.57906886
545,28343686.3054394
4858,28242527.751158644
5149,28149269.397116445
4116,28138882.969889086
729,27911066.915532388
1048,27844190.819710296
736,27654676.02992912
5057,27544714.411599368
3119,27536171.589979947
2909,27360189.950602025
1055,27312374.6445267
405,27025770.825692274
2665,26934270.60666699
761,26847714.733225137
2444,26196803.442095887
190,25880047.333210938
3519,25785707.91148863
441,25771537.375948094
5281,25635924.56217221
1889,25617590.200889338
3149,25510584.05393576
2742,25495522.596257214
3719,25424221.210661
231,25248125.524397414
2474,25145118.059336737
3133,25015103.025894154
3620,25011210.588020183
4126,24930226.28693836
3339,24929450.30442951
3084,24723931.71117481
107,24427687.932335507
3144,24351501.49036842
5559,24291590.17345832
559,24246328.512944467
3235,23929714.377280816
1887,23912450.22778555
1575,23852703.425118893
5346,23840177.50426101
4010,23656301.515983455
2293,23621789.226340048
5317,23334224.504533287
1027,23209281.500215672
4409,23131901.360417344
3482,23090966.57872822
995,23004005.16572868
5630,23000103.123540603
4379,22971598.981415994
3183,22949075.212852128
2224,22946459.963462964
5105,22898354.657002952
5342,22851719.50740061
3279,22329797.463608682
5666,22283700.989579547
3186,22123785.46201475
2241,21996259.362665847
2138,21672323.896080174
3871,21617267.334201027
4680,21614363.16712147
3495,21575905.826640036
1457,21517722.700268555
1328,21516218.99688888
2850,21369403.598078504
2264,21365047.011306092
2737,21236166.40708167
595,21183105.420050185
4751,21056273.99245573
2596,21007693.046065744
1966,20958327.269528307
72,20954014.651908122
232,20829886.20839177
2485,20716708.56167569
1063,20675357.381008096
4689,20514246.382832505
1293,20471356.42341563
2278,20334317.37600065
5073,19957656.760921597
2112,19740146.87083801
4110,19669949.97304542
4722,19366437.638715338
864,19216680.537565168
1954,19186479.00419961
4386,18907307.611712225
1563,18610658.38870236
5241,18540673.526491977
4292,18539332.561188735
1348,18449109.965512395
2860,18376190.05237814
5117,18313076.49045859
1382,18282235.58135344
742,17929337.869654648
3569,17808388.442246817
5012,17773857.095581766
2563,17726182.95599239
4995,17676505.050954033
2230,17575093.57170374
2838,17572139.83610729
5655,17550260.648837436
488,17354826.46805923
3996,17172739.42931182
5556,17137222.978140894
5669,17029156.59190285
2971,16825397.59787843
3767,16699374.575631047
1955,16453503.659809833
1082,16261996.147089312
4008,16157395.484342312
3117,16135528.15676355
3021,16061775.411449943
4065,16056696.000560049
2924,16009967.157113785
3785,15945027.783556959
1934,15892640.033748496
3369,15623729.892850032
763,15476298.395456243
2790,15356357.836060295
4640,15313506.015390698
2414,15303388.944484342
5150,15107368.866451114
5664,15014287.868060729
5456,14165973.623014078
294,14117403.797210312
1791,13892270.677328866
1590,13795755.794614682
239,13763780.499308651
2508,13117447.167722845
1651,12982673.227504814
4445,12799934.026937645
4504,12681974.928535834
2451,12664766.805729259
4406,12429562.112931952
5369,12345543.005474526
1756,12180371.051603999
1249,11927532.482111692
5239,11813410.00180588
4483,11544835.157022662
841,11359602.246087674
4274,11210902.701806359
5294,11144899.862228764
3200,11075420.53858276
2687,11014104.72777316
1162,10898312.809797842
241,10788900.094248304
1539,10534782.450108383
5015,10428640.022546206
1543,10186015.086906185
4804,10150316.269581463
4522,9771682.951147545
3048,9769260.10387056
3342,9762887.30278242
4636,9759096.524013028
3943,9661546.771928586
3468,9590796.996011244
1979,9581668.478353366
2877,9232994.956255125
470,9213319.910055112
892,9109289.166788658
4887,9104304.043150764
3043,9078054.815302268
17,9042739.394121822
2337,8865657.171851382
2565,8806568.826881366
2906,8736809.821077686
2605,8727460.626276996
659,8692354.713478237
4137,8592564.771843616
5653,8462736.17575169
1585,8426592.535545267
4438,8391459.184656171
5376,8274890.17957787
4212,8203085.455888738
5250,8078595.948279644
3504,8061658.076715866
1214,7950786.594156327
5600,7933140.489258175
4884,7922952.353505598
1150,7339826.047418371
4557,7285801.833760617
5060,7204518.462064696
1125,6824701.847223433
4742,6702116.167224808
4514,6632233.160407361
3684,6616908.393945118
4563,6596532.004945387
5439,6550234.851223475
477,6521424.030312339
5078,6506109.379371771
5579,6483674.299080971
2366,6448354.400032801
2723,6445937.27042643
2554,6422227.880153844
4727,6383394.373362893
4052,6335953.1210765205
1681,6333414.14641708
4185,6248806.57505561
4880,6065444.62043835
4150,6001096.127464112
2237,5971514.319998184
133,5903972.656371653
2831,5838160.737579288
2470,5812087.291559387
1732,5809076.398846538
1398,5795209.01939545
1582,5730219.668140465
5569,5723120.37706221
3627,5695684.882165029
487,5653662.880180148
4460,5560834.448468821
1,5509376.53794173
1261,5484925.305253566
417,5437364.658734347
2830,5425361.458817361
744,5419432.235360467
4771,5361533.603879814
1147,5346882.438439799
2238,5346472.496514631
4144,5194591.579122877
3652,5182491.020994765
984,5147616.026870427
2097,5084681.3889768785
62,4966833.7926956825
4147,4950898.909279423
1496,4925323.281929099
1334,4907382.499626151
619,4876234.676173042
1453,4867415.360604117
1446,4855197.699889818
4267,4802727.51245465
1622,4772171.450139379
1509,4740016.85288514
4669,4730622.7080892045
4202,4645943.145517271
379,4641960.628375569
4439,4621007.8746808935
485,4584182.0292957
5641,4533533.811133814
2869,4460754.913698519
4282,4408982.299080939
3743,4374346.347703743
1174,4320397.603801202
5627,4299310.407599687
2458,4277153.9427698245
1279,4276078.960851509
2362,4270718.266906565
4428,4264321.793930804
2905,4166882.3168114424
4554,4144617.517747386
3783,4128811.2249417184
889,4105371.8342743055
4714,4063613.364975811
3832,4041039.743447284
2592,3949992.966649413
4990,3918385.252084864
5047,3916950.6602524132
45,3915684.188389397
452,3914928.6122552515
4420,3895417.5143556087
277,3868141.235340485
2214,3807198.1869022744
741,3780757.529966969
2761,3748431.343396635
2689,3738851.2719125994
4194,3732534.5712524913
2441,3721762.601904068
5443,3681178.62150084
4673,3664725.550041306
942,3663252.2403301457
4224,3637600.2405511253
507,3588638.3832290284
3488,3525850.8424468986
1512,3521787.217112792
52,3481989.5602366542
4441,3440103.32066693
4029,3433066.9646578543
3237,3415377.5188715584
2062,3369697.7653336143
1309,3321137.578450122
5248,3263233.863884215
1759,3232148.130641334
3041,3219585.3505581887
4607,3133623.6798525276
3348,3102962.6080288263
3886,3086133.43124622
40,3041546.9297602586
3831,2961219.2950714855
547,2956594.6761598256
4581,2772678.1859321
2763,2761598.7529307962
2963,2736880.0588053935
1152,2697706.373130747
1532,2605150.105428268
1016,2560038.7477294337
2365,2545593.9495934667
5472,2541130.348961751
2751,2532365.9234523964
4651,2491466.5986103737
1781,2461807.3887486877
800,2354352.6587615935
1275,2336019.448751223
2347,2325492.6666669296
3479,2324627.5736334743
3960,2305584.3433492985
3264,2298082.884878167
1880,2295022.992026947
3249,2285125.1052319733
5125,2283736.9477025834
3499,2279211.4779484235
4610,2235948.8842932363
5329,2225273.530198951
5071,2204758.2709097667
692,2199160.709990837
960,2178586.9670575885
1251,2141973.084996636
412,2140262.114546447
1004,2121557.0224293107
3611,2119195.697245569
708,2086879.7519952648
789,1942870.7274839804
2646,1927876.0663108458
2397,1926064.920777154
2401,1819688.3814731357
3893,1745190.5040822816
956,1738953.0572329543
2161,1737441.848740399
4213,1735910.1288523334
1684,1733980.8068688859
642,1733827.2052385707
5320,1733409.1408448922
4457,1717680.87271981
2091,1641547.5526283362
5175,1635611.2598386277
3125,1620102.6047845748
3403,1594060.1544820475
1814,1543560.0871653582
1432,1538778.3000928825
5451,1498448.9912064937
2410,1473270.140513999
149,1418381.8055573995
5635,1417906.124136007
5608,1410169.3380365293
3308,1345896.8747764262
1036,1310631.1760555333
1958,1294084.4842369175
4907,1227706.7104272635
5649,1187615.2245851667
4530,1094125.9961625617
4857,1075446.9654001761
2259,1053262.4767796446
2857,1032154.1470696973
3670,1031048.0853744561
2166,1013785.7573824909
5311,1002785.6546486262
2878,982270.1419134161
4392,962329.2582244268
5364,959615.0096547544
4966,943058.7512537068
621,933674.9537535205
4238,909006.2786200203
3413,907912.563949977
949,840569.8652330827
3649,821694.8924324686
3174,797305.9249902645
4774,795958.3032290383
1342,788836.5965316892
2741,782008.526712423
2156,778448.7467175005
3053,770833.1260675404
1358,738976.0254970505
4153,722576.0373440692
1847,710940.118134693
5538,667032.5352786267
3016,661310.6974547732
3578,653230.9981063954
3614,647730.6729618639
5466,645980.7757155804
570,625123.3572164497
1166,607606.306771106
5519,584501.8833890187
2703,583663.7584776146
5124,573120.8010014341
1131,557386.2902350364
1278,552973.64091392
2505,548899.3116854515
2943,547879.0301847204
1892,527904.9894871211
1211,512304.2236216655
2767,488324.7686510033
1529,482593.59910621186
3440,479723.6112346674
2834,471390.5433266298
3040,468962.75488150713
2560,467590.2909144384
4354,463048.49252673343
2330,448880.1672976753
183,446582.75488943513
2168,446541.24254551623
1790,444478.5612735426
2685,434522.2980585998
4605,423276.0961706502
4786,415493.204401757
1679,414540.6982552716
914,387771.72650964773
5184,377818.57484278065
4862,377529.3736331846
3965,339237.8459267688
2568,335055.0350978591
3371,307136.0562213288
1993,306301.7451784328
3451,305287.4128768677
3872,295473.83866710856
1494,293319.7600059123
270,286800.82729637483
1024,277821.22977053473
3643,275691.12500761804
3894,273998.78567928995
2572,272740.69762888656
4352,269516.4933038556
3585,267380.62519015686
127,264034.54572654876
3226,262643.7924726619
2671,259524.72373347724
5465,254784.40201503955
3726,251075.78115795838
1794,236155.31781300018
3333,235464.95489586206
3364,218749.11074927077
5640,217895.75800551396
5525,217352.89114724504
4169,207109.24429408123
2149,206508.7981139406
4851,202837.31195990992
4698,199213.53522015605
5384,198667.1162390451
4107,186910.5985589592
3240,184869.55821409827
4633,181343.3115037451
5001,179589.65539347488
5152,176517.77009612246
662,175710.38595877792
1680,175102.8509096029
5658,169972.1986271608
1447,169346.8575673668
2541,169301.8419622466
3781,168601.23805901018
4801,165645.866699916
1154,163057.1418693274
1002,160451.81021915952
4175,157716.92509535977
1669,157568.2436688697
5612,155245.1436838294
582,153036.570905717
5401,151174.4972101964
5269,150446.629467514
168,149394.80795331128
2750,146121.45237697795
549,142878.72810368382
5586,140442.55867114075
1469,137904.19057564632
1891,136893.05932415932
1159,134922.06657227865
4781,132823.34132101526
4060,129790.71247892533
815,128899.66273521869
2555,128472.83802015315
3103,128452.93211441165
4592,128276.66863666
4587,128077.92605056937
2957,126568.92294361218
1987,123537.08419115783
3710,121977.38649954228
5214,120867.37405522696
1300,120733.47467229892
1937,118936.39132975387
4166,117352.78038589194
1042,116898.20577700599
1402,116726.57438271923
3580,115596.1645052826
490,115526.70870690132
480,112358.76018760362
3179,111430.74311983453
3447,110898.91431619134
3467,109944.26510584782
5386,109241.81040096543
3127,106766.6362265901
3123,106114.1007898919
1567,104582.17103520897
2777,104184.53583472966
1220,103432.57446081031
2355,103091.23277276951
4096,102767.36993305487
4846,101353.133622303
3205,101308.55879208323
3006,101269.4721190647
2265,101167.88069846046
3035,100896.84083947011
726,100290.83656855085
1784,98942.10749398771
461,98236.3383861024
2573,97120.08563046559
2175,96165.44254091333
2375,95826.68101093081
2528,94555.85937700867
2074,93167.39343299888
1464,92989.34701306606
4803,92933.78102645044
1481,92605.33265411685
3283,92411.12205986907
2369,90943.27522537965
483,89533.14909674376
5082,89154.25252192542
4891,87985.80385641972
68,86747.97812084874
1134,86532.42592073203
703,85883.93260950819
5448,85408.35929239729
4559,84876.81616945055
3418,84253.94647785716
4341,83937.5324366711
2221,83508.20603041933
4249,82053.4118602366
1654,81809.068211863
5238,81661.12800768958
225,81169.73281555882
3947,80976.24361520502
227,77829.18036912619
1471,77660.50782285955
1530,77432.18701357862
3406,77356.93345843747
967,74853.06562600285
1936,74045.80036705881
1098,73691.90650928757
2535,73451.2294115933
2100,72465.61238638259
533,72054.41780193693
4713,71791.01003175098
1303,70992.45375279302
2273,69587.28614295887
3158,68722.79248480321
3855,67809.10621806918
364,67808.35775070943
4813,67474.83765926238
902,67115.28757633969
2387,66340.8158375541
1353,66100.19456130054
1900,64480.55245096203
1598,63977.650801930555
2158,63620.21206643032
2982,60607.62064827022
3059,60186.79838600693
2570,59693.61840906895
2633,58796.59197071829
555,58563.03032589876
1252,58414.69351941268
3733,58367.52388607945
1400,58228.03554403641
1982,58065.891202794715
812,58035.985518320966
3300,57908.30222763707
3680,57071.67325712374
2288,56171.24777783855
3716,55477.10018485952
2978,54185.22693105915
2965,54089.843920549414
3155,52624.42263464363
2111,50240.06771246577
3031,48704.607956291424
4568,48348.62082918214
2745,48174.76818910176
5222,47558.71505914729
767,46916.12594062982
3934,46846.355897499285
2607,46361.3119428461
1208,46336.06505842086
3303,46030.15106601706
391,46019.57150469786
3296,45609.828472662615
3574,44174.274495125384
4903,43956.74395149069
3990,43294.57397958642
2840,43002.89774230304
4632,42699.767618518024
1072,42629.79936748167
612,42174.03327190259
2640,40593.132501980224
1689,38775.52384196599
1081,38189.118440795755
3373,37400.3778754321
3216,37343.34307795544
